Site,Type,Treatment,Season,Day,Species
8,Short grassland,Ungrazed,Dry,161,Cuphea racemosa
8,Short grassland,Ungrazed,Dry,161,Cuphea glutinosa
8,Short grassland,Ungrazed,Dry,161,Sida spinosa
8,Short grassland,Ungrazed,Dry,161,Evolvulus sericeus
8,Short grassland,Ungrazed,Dry,161,Steinchisma laxum
8,Short grassland,Ungrazed,Dry,161,Ambrosia maritima
8,Short grassland,Grazed,Dry,161,Acicarpha tribuloides
8,Short grassland,Grazed,Dry,161,Sisyrinchium minus
8,Short grassland,Grazed,Dry,161,Stemodia stricta
8,Short grassland,Grazed,Dry,161,Gamochaeta americana
8,Short grassland,Grazed,Dry,161,Trifolium sp.
8,Short grassland,Grazed,Dry,161,Oxalis conorrhiza
8,Short grassland,Grazed,Dry,161,Kyllinga brevifolia
8,Short grassland,Grazed,Dry,161,Paspalum almum
8,Short grassland,Grazed,Dry,161,Cuphea racemosa
8,Short grassland,Grazed,Dry,161,Desmodium incanum
8,Medium-tall grassland,Ungrazed,Dry,161,Eleocharis montana
8,Medium-tall grassland,Ungrazed,Dry,161,Acicarpha tribuloides
8,Medium-tall grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
8,Medium-tall grassland,Ungrazed,Dry,161,Cuphea racemosa
8,Medium-tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
8,Medium-tall grassland,Ungrazed,Dry,161,Hypochaeris albiflora
8,Medium-tall grassland,Ungrazed,Dry,161,Sida rhombifolia
8,Medium-tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
8,Medium-tall grassland,Ungrazed,Dry,161,Scoparia dulcis
8,Medium-tall grassland,Ungrazed,Dry,161,Oxalis conorrhiza
8,Medium-tall grassland,Ungrazed,Dry,161,Aspilia montevidensis
8,Medium-tall grassland,Ungrazed,Dry,161,Eryngium nudicaule
8,Medium-tall grassland,Ungrazed,Dry,161,Chromolaena laevigata
8,Medium-tall grassland,Ungrazed,Dry,161,Pfaffia glomerata
8,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
8,Medium-tall grassland,Ungrazed,Dry,161,Trifolium sp.
8,Medium-tall grassland,Grazed,Dry,161,Eleocharis viridans
8,Medium-tall grassland,Grazed,Dry,161,Trifolium polymorphum
8,Medium-tall grassland,Grazed,Dry,161,Cuphea racemosa
8,Medium-tall grassland,Grazed,Dry,161,Tripogandra glandulosa
8,Medium-tall grassland,Grazed,Dry,161,Galium richardianum
8,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium minus
8,Medium-tall grassland,Grazed,Dry,161,Scutellaria racemosa
8,Medium-tall grassland,Grazed,Dry,161,Phalaris angusta
8,Medium-tall grassland,Grazed,Dry,161,Setaria parviflora
8,Medium-tall grassland,Grazed,Dry,161,Dolichandra cynanchoides
8,Medium-tall grassland,Grazed,Dry,161,Melochia pyramidata
8,Medium-tall grassland,Grazed,Dry,161,Chascolytrum uniolae
8,Medium-tall grassland,Grazed,Dry,161,Parietaria debilis
8,Medium-tall grassland,Grazed,Dry,161,Oxalis conorrhiza
8,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
8,Tall grassland,Ungrazed,Dry,161,Dolichandra cynanchoides
8,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
8,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
8,Tall grassland,Ungrazed,Dry,161,Pfaffia glomerata
8,Tall grassland,Ungrazed,Dry,161,Evolvulus sericeus
8,Tall grassland,Ungrazed,Dry,161,Stemodia verticillata
8,Tall grassland,Ungrazed,Dry,161,Steinchisma laxum
8,Tall grassland,Ungrazed,Dry,161,Oxalis conorrhiza
8,Tall grassland,Ungrazed,Dry,161,Paspalum urvillei
8,Tall grassland,Grazed,Dry,161,Desmodium incanum
8,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
8,Tall grassland,Grazed,Dry,161,Scutellaria racemosa
8,Tall grassland,Grazed,Dry,161,Dolichandra cynanchoides
8,Tall grassland,Grazed,Dry,161,Galium richardianum
8,Tall grassland,Grazed,Dry,161,Poa sp.
8,Tall grassland,Grazed,Dry,161,Barrosoa candolleana
9,Short grassland,Ungrazed,Dry,161,Acicarpha tribuloides
9,Short grassland,Ungrazed,Dry,161,Schyzaquirium micranthus
9,Short grassland,Ungrazed,Dry,161,Rhynchospora scutellata
9,Short grassland,Ungrazed,Dry,161,Trifolium sp.
9,Short grassland,Ungrazed,Dry,161,Desmodium incanum
9,Short grassland,Ungrazed,Dry,161,Stemodia stricta
9,Short grassland,Ungrazed,Dry,161,Sisyrinchium micranthum
9,Short grassland,Ungrazed,Dry,161,Nothoscordum gracile
9,Short grassland,Ungrazed,Dry,161,Paspalum almum
9,Short grassland,Ungrazed,Dry,161,Polygala pulchella
9,Short grassland,Grazed,Dry,161,Sisyrinchium micranthum
9,Short grassland,Grazed,Dry,161,Evolvulus sericeus
9,Short grassland,Grazed,Dry,161,Acicarpha tribuloides
9,Short grassland,Grazed,Dry,161,Stemodia stricta
9,Short grassland,Grazed,Dry,161,Paspalum almum
9,Short grassland,Grazed,Dry,161,Zornia diphylla
9,Short grassland,Grazed,Dry,161,Eryngium nudicaule
9,Short grassland,Grazed,Dry,161,Rhynchospora scutellata
9,Short grassland,Grazed,Dry,161,Ruellia morongii
9,Short grassland,Grazed,Dry,161,Cuphea racemosa
9,Short grassland,Grazed,Dry,161,Polygala pulchella
9,Short grassland,Grazed,Dry,161,Plantago myosuros
9,Short grassland,Grazed,Dry,161,Glandularia pulchella
9,Short grassland,Grazed,Dry,161,Micropsis dasycarpa
9,Medium-tall grassland,Ungrazed,Dry,161,Rottboellia cochinchinensis
9,Medium-tall grassland,Ungrazed,Dry,161,Vicia epetiolaris
9,Medium-tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
9,Medium-tall grassland,Ungrazed,Dry,161,Oxalis conorrhiza
9,Medium-tall grassland,Ungrazed,Dry,161,Galium richardianum
9,Medium-tall grassland,Ungrazed,Dry,161,Sida rhombifolia
9,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
9,Medium-tall grassland,Grazed,Dry,161,Trifolium sp.
9,Medium-tall grassland,Grazed,Dry,161,Nothoscordum montevidense
9,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
9,Medium-tall grassland,Grazed,Dry,161,Scutellaria racemosa
9,Medium-tall grassland,Grazed,Dry,161,Eupatorium inulifolium
9,Medium-tall grassland,Grazed,Dry,161,Vicia epetiolaris
9,Medium-tall grassland,Grazed,Dry,161,Chascolytrum uniolae
9,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
9,Medium-tall grassland,Grazed,Dry,161,Evolvulus sericeus
9,Medium-tall grassland,Grazed,Dry,161,Galium richardianum
9,Tall grassland,Ungrazed,Dry,161,Deyeuxia viridiflavescens
9,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
9,Tall grassland,Ungrazed,Dry,161,Vicia epetiolaris
9,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
9,Tall grassland,Ungrazed,Dry,161,Dolichandra cynanchoides
9,Tall grassland,Ungrazed,Dry,161,Eupatorium inulifolium
9,Tall grassland,Ungrazed,Dry,161,Galium richardianum
9,Tall grassland,Grazed,Dry,161,Cuphea racemosa
9,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
9,Tall grassland,Grazed,Dry,161,Chascolytrum uniolae
9,Tall grassland,Grazed,Dry,161,Piptochaetium montevidense
9,Tall grassland,Grazed,Dry,161,Eupatorium inulifolium
9,Tall grassland,Grazed,Dry,161,Cyclospermum leptophyllum
9,Tall grassland,Grazed,Dry,161,Sida rhombifolia
9,Tall grassland,Grazed,Dry,161,Eleocharis viridans
9,Tall grassland,Grazed,Dry,161,Scutellaria racemosa
9,Tall grassland,Grazed,Dry,161,Geranium carolinianum
9,Tall grassland,Grazed,Dry,161,Neptunia pubescens
9,Tall grassland,Grazed,Dry,161,Trifolium sp.
10,Short grassland,Ungrazed,Dry,161,Setaria parviflora
10,Short grassland,Ungrazed,Dry,161,Paspalum almum
10,Short grassland,Ungrazed,Dry,161,Trifolium sp.
10,Short grassland,Ungrazed,Dry,161,Cuphea racemosa
10,Short grassland,Ungrazed,Dry,161,Dichondra microcalyx
10,Short grassland,Ungrazed,Dry,161,Scutellaria racemosa
10,Short grassland,Ungrazed,Dry,161,Nothoscordum montevidense
10,Short grassland,Grazed,Dry,161,Paspalum almum
10,Short grassland,Grazed,Dry,161,Evolvulus sericeus
10,Short grassland,Grazed,Dry,161,Sida spinosa
10,Short grassland,Grazed,Dry,161,Cuphea racemosa
10,Short grassland,Grazed,Dry,161,Neptunia pubescens
10,Short grassland,Grazed,Dry,161,Stemodia stricta
10,Short grassland,Grazed,Dry,161,Steinchisma laxum
10,Short grassland,Grazed,Dry,161,Dichondra microcalyx
10,Short grassland,Grazed,Dry,161,Melochia pyramidata
10,Short grassland,Grazed,Dry,161,Trifolium sp.
10,Short grassland,Grazed,Dry,161,Asteracea sp.
10,Medium-tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
10,Medium-tall grassland,Ungrazed,Dry,161,Trifolium sp.
10,Medium-tall grassland,Ungrazed,Dry,161,Paspalum almum
10,Medium-tall grassland,Ungrazed,Dry,161,Barrosoa candolleana
10,Medium-tall grassland,Ungrazed,Dry,161,Acicarpha tribuloides
10,Medium-tall grassland,Ungrazed,Dry,161,Evolvulus sericeus
10,Medium-tall grassland,Ungrazed,Dry,161,Dichondra microcalyx
10,Medium-tall grassland,Ungrazed,Dry,161,Cuphea racemosa
10,Medium-tall grassland,Ungrazed,Dry,161,Chascolytrum uniolae
10,Medium-tall grassland,Grazed,Dry,161,Sisyrinchium micranthum
10,Medium-tall grassland,Grazed,Dry,161,Desmodium incanum
10,Medium-tall grassland,Grazed,Dry,161,Steinchisma laxum
10,Medium-tall grassland,Grazed,Dry,161,Trifolium sp.
10,Medium-tall grassland,Grazed,Dry,161,Sida spinosa
10,Medium-tall grassland,Grazed,Dry,161,Dichondra microcalyx
10,Medium-tall grassland,Grazed,Dry,161,Carex trachycystis
10,Medium-tall grassland,Grazed,Dry,161,Paspalum almum
10,Medium-tall grassland,Grazed,Dry,161,Acmella decumbens
10,Medium-tall grassland,Grazed,Dry,161,Nassella neesiana
10,Tall grassland,Ungrazed,Dry,161,Forsteronia glabrescens
10,Tall grassland,Ungrazed,Dry,161,Mikania cordifolia
10,Tall grassland,Ungrazed,Dry,161,Sorghastrum setosum
10,Tall grassland,Ungrazed,Dry,161,Iresine diffusa
10,Tall grassland,Ungrazed,Dry,161,Deyeuxia viridiflavescens
10,Tall grassland,Ungrazed,Dry,161,Vicia epetiolaris
10,Tall grassland,Ungrazed,Dry,161,Scutellaria racemosa
10,Tall grassland,Grazed,Dry,161,Sorghastrum setosum
10,Tall grassland,Grazed,Dry,161,Steinchisma laxum
10,Tall grassland,Grazed,Dry,161,Iresine diffusa
10,Tall grassland,Grazed,Dry,161,Scutellaria racemosa
10,Tall grassland,Grazed,Dry,161,Oxalis conorrhiza
10,Tall grassland,Grazed,Dry,161,Cuphea racemosa
10,Tall grassland,Grazed,Dry,161,Ambrosia maritima
10,Tall grassland,Grazed,Dry,161,Galium richardianum
1,Medium-tall grassland,Ungrazed,Wet,389,Steinchisma laxum
1,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
1,Medium-tall grassland,Ungrazed,Wet,389,Luziola peruviana
1,Medium-tall grassland,Grazed,Wet,389,Ludwigia peploides
1,Medium-tall grassland,Grazed,Wet,389,Polygonum hydropiperoides
1,Medium-tall grassland,Grazed,Wet,389,Leersia hexandra
1,Medium-tall grassland,Grazed,Wet,389,Salvinia biloba
1,Medium-tall grassland,Grazed,Wet,389,Paspalum almum
1,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
1,Tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
1,Tall grassland,Ungrazed,Wet,389,Setaria parviflora
1,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
1,Tall grassland,Grazed,Wet,389,Setaria parviflora
1,Tall grassland,Grazed,Wet,389,Chromolaena laevigata
1,Tall grassland,Grazed,Wet,389,Oxalis hispidula
1,Tall grassland,Grazed,Wet,389,Scutellaria racemosa
1,Tall grassland,Grazed,Wet,389,Sida spinosa
1,Tall grassland,Grazed,Wet,389,Rhynchospora tenuis
1,Tall grassland,Grazed,Wet,389,Sida riedelii
1,Tall grassland,Grazed,Wet,389,Schizachyrium microstachyum
2,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
2,Medium-tall grassland,Ungrazed,Wet,389,Oxalis hispidula
2,Medium-tall grassland,Ungrazed,Wet,389,Luziola peruviana
2,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
2,Medium-tall grassland,Grazed,Wet,389,Steinchisma laxum
2,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
2,Medium-tall grassland,Grazed,Wet,389,Paspalum almum
2,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
2,Tall grassland,Ungrazed,Wet,389,Andropogon lateralis
2,Tall grassland,Ungrazed,Wet,389,Oxalis hispidula
2,Tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
2,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
2,Tall grassland,Grazed,Wet,389,Andropogon lateralis
2,Tall grassland,Grazed,Wet,389,Oxalis hispidula
2,Tall grassland,Grazed,Wet,389,Commelina sp.
3,Short grassland,Ungrazed,Wet,389,Paspalum almum
3,Short grassland,Ungrazed,Wet,389,Oxalis hispidula
3,Short grassland,Ungrazed,Wet,389,Eragrostis airoides
3,Short grassland,Ungrazed,Wet,389,Steinchisma laxum
3,Short grassland,Ungrazed,Wet,389,Nothoscordum gracile
3,Short grassland,Grazed,Wet,389,Axonopus fissifolius
3,Short grassland,Grazed,Wet,389,Oxalis hispidula
3,Short grassland,Grazed,Wet,389,Turnera sidoides
3,Short grassland,Grazed,Wet,389,Steinchisma laxum
3,Short grassland,Grazed,Wet,389,Evolvulus sericeus
3,Short grassland,Grazed,Wet,389,Eragrostis cilianensis
3,Short grassland,Grazed,Wet,389,Fimbristylis dichotoma
3,Short grassland,Grazed,Wet,389,Eragrostis airoides
3,Short grassland,Grazed,Wet,389,Sisyrinchium minus
3,Short grassland,Grazed,Wet,389,Richardia stellaris
3,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
3,Medium-tall grassland,Ungrazed,Wet,389,Eragrostis airoides
3,Medium-tall grassland,Ungrazed,Wet,389,Paspalum almum
3,Medium-tall grassland,Ungrazed,Wet,389,Oxalis hispidula
3,Medium-tall grassland,Ungrazed,Wet,389,Turnera sidoides
3,Medium-tall grassland,Grazed,Wet,389,Axonopus fissifolius
3,Medium-tall grassland,Grazed,Wet,389,Eragrostis cilianensis
3,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
3,Medium-tall grassland,Grazed,Wet,389,Sisyrinchium minus
3,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
3,Medium-tall grassland,Grazed,Wet,389,Steinchisma laxum
3,Medium-tall grassland,Grazed,Wet,389,Melochia pyramidata
3,Medium-tall grassland,Grazed,Wet,389,Zornia diphylla
3,Medium-tall grassland,Grazed,Wet,389,Fimbristylis dichotoma
3,Medium-tall grassland,Grazed,Wet,389,Turnera sidoides
3,Medium-tall grassland,Grazed,Wet,389,Galium richardianum
3,Medium-tall grassland,Grazed,Wet,389,Eragrostis airoides
3,Medium-tall grassland,Grazed,Wet,389,Stemodia stricta
3,Tall grassland,Ungrazed,Wet,389,Pterocaulon polystachyum
3,Tall grassland,Ungrazed,Wet,389,Aristida jubata
3,Tall grassland,Ungrazed,Wet,389,Schizachyrium microstachyum
3,Tall grassland,Ungrazed,Wet,389,Axonopus fissifolius
3,Tall grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
3,Tall grassland,Grazed,Wet,389,Senecio grisebachii
3,Tall grassland,Grazed,Wet,389,Desmanthus virgatus
3,Tall grassland,Grazed,Wet,389,Aristida jubata
3,Tall grassland,Grazed,Wet,389,Axonopus fissifolius
3,Tall grassland,Grazed,Wet,389,Setaria parviflora
3,Tall grassland,Grazed,Wet,389,Fimbristylis dichotoma
3,Tall grassland,Grazed,Wet,389,Evolvulus sericeus
4,Short grassland,Ungrazed,Wet,389,Cuphea racemosa
4,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
4,Short grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
4,Short grassland,Ungrazed,Wet,389,Desmodium incanum
4,Short grassland,Ungrazed,Wet,389,Axonopus fissifolius
4,Short grassland,Ungrazed,Wet,389,Evolvulus sericeus
4,Short grassland,Ungrazed,Wet,389,Paspalum almum
4,Short grassland,Ungrazed,Wet,389,Axonopus argentinus
4,Short grassland,Grazed,Wet,389,Paspalum almum
4,Short grassland,Grazed,Wet,389,Oxalis conorrhiza
4,Short grassland,Grazed,Wet,389,Evolvulus sericeus
4,Short grassland,Grazed,Wet,389,Dichondra sericea
4,Short grassland,Grazed,Wet,389,Scutellaria racemosa
4,Short grassland,Grazed,Wet,389,Trifolium sp.
4,Short grassland,Grazed,Wet,389,Indigofera asperifolia
4,Short grassland,Grazed,Wet,389,Neptunia pubescens
4,Medium-tall grassland,Ungrazed,Wet,389,Eleocharis viridans
4,Medium-tall grassland,Ungrazed,Wet,389,Steinchisma laxum
4,Medium-tall grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
4,Medium-tall grassland,Ungrazed,Wet,389,Galium richardianum
4,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
4,Medium-tall grassland,Grazed,Wet,389,Fimbristylis autumnalis
4,Medium-tall grassland,Grazed,Wet,389,Paspalum plicatulum
4,Medium-tall grassland,Grazed,Wet,389,Eleocharis viridans
4,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
4,Medium-tall grassland,Grazed,Wet,389,Sisyrinchium minus
4,Medium-tall grassland,Grazed,Wet,389,Sonchus asper
4,Tall grassland,Ungrazed,Wet,389,Schizachyrium microstachyum
4,Tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
4,Tall grassland,Ungrazed,Wet,389,Oxalis hispidula
4,Tall grassland,Ungrazed,Wet,389,Cyperus virens
4,Tall grassland,Ungrazed,Wet,389,Trifolium sp.
4,Tall grassland,Ungrazed,Wet,389,Cuphea racemosa
4,Tall grassland,Ungrazed,Wet,389,Paspalum almum
4,Tall grassland,Ungrazed,Wet,389,Steinchisma laxum
4,Tall grassland,Ungrazed,Wet,389,Setaria parviflora
4,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
4,Tall grassland,Grazed,Wet,389,Fimbristylis complanata
4,Tall grassland,Grazed,Wet,389,Chromolaena laevigata
4,Tall grassland,Grazed,Wet,389,Fimbristylis autumnalis
4,Tall grassland,Grazed,Wet,389,Setaria parviflora
4,Tall grassland,Grazed,Wet,389,Oxalis hispidula
4,Tall grassland,Grazed,Wet,389,Paspalum plicatulum
4,Tall grassland,Grazed,Wet,389,Eragrostis bahiensis
4,Tall grassland,Grazed,Wet,389,Fimbristylis dichotoma
4,Tall grassland,Grazed,Wet,389,Eleocharis viridans
4,Tall grassland,Grazed,Wet,389,Eleocharis montana
4,Tall grassland,Grazed,Wet,389,Sporobolus indicus
5,Short grassland,Ungrazed,Wet,389,Fimbristylis complanata
5,Short grassland,Ungrazed,Wet,389,Paspalum almum
5,Short grassland,Ungrazed,Wet,389,Setaria parviflora
5,Short grassland,Ungrazed,Wet,389,Melochia pyramidata
5,Short grassland,Ungrazed,Wet,389,Oxalis sp.
5,Short grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
5,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
5,Short grassland,Ungrazed,Wet,389,Trifolium sp.
5,Short grassland,Grazed,Wet,389,Paspalum almum
5,Short grassland,Grazed,Wet,389,Eleocharis viridans
5,Short grassland,Grazed,Wet,389,Trifolium sp.
5,Short grassland,Grazed,Wet,389,Chromolaena laevigata
5,Short grassland,Grazed,Wet,389,Polygala pulchella
5,Short grassland,Grazed,Wet,389,Axonopus fissifolius
5,Short grassland,Grazed,Wet,389,Pterocaulon polystachyum
5,Medium-tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
5,Medium-tall grassland,Ungrazed,Wet,389,Oxalis sp.
5,Medium-tall grassland,Ungrazed,Wet,389,Steinchisma laxum
5,Medium-tall grassland,Ungrazed,Wet,389,Cyperus virens
5,Medium-tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
5,Medium-tall grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
5,Medium-tall grassland,Ungrazed,Wet,389,Paspalum almum
5,Medium-tall grassland,Grazed,Wet,389,Cuphea racemosa
5,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
5,Medium-tall grassland,Grazed,Wet,389,Sporobolus indicus
5,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
5,Medium-tall grassland,Grazed,Wet,389,Juncus microcephalus
5,Medium-tall grassland,Grazed,Wet,389,Axonopus fissifolius
5,Medium-tall grassland,Grazed,Wet,389,Polygala molluginifolia
5,Medium-tall grassland,Grazed,Wet,389,Cyperus virens
5,Tall grassland,Ungrazed,Wet,389,Andropogon lateralis
5,Tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
5,Tall grassland,Grazed,Wet,389,Andropogon lateralis
5,Tall grassland,Grazed,Wet,389,Setaria parviflora
5,Tall grassland,Grazed,Wet,389,Galium richardianum
5,Tall grassland,Grazed,Wet,389,Passiflora caerulea
6,Short grassland,Ungrazed,Wet,389,Solidago chilensis
6,Short grassland,Ungrazed,Wet,389,Setaria parviflora
6,Short grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
6,Short grassland,Ungrazed,Wet,389,Oxalis sp.
6,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
6,Short grassland,Ungrazed,Wet,389,Axonopus fissifolius
6,Short grassland,Ungrazed,Wet,389,Evolvulus sericeus
6,Short grassland,Grazed,Wet,389,Dichondra microcalyx
6,Short grassland,Grazed,Wet,389,Elephantopus mollis
6,Short grassland,Grazed,Wet,389,Cuphea racemosa
6,Short grassland,Grazed,Wet,389,Conyza bonariensis
6,Short grassland,Grazed,Wet,389,Axonopus fissifolius
6,Short grassland,Grazed,Wet,389,Stemodia stricta
6,Short grassland,Grazed,Wet,389,Trifolium sp.
6,Short grassland,Grazed,Wet,389,Setaria parviflora
6,Short grassland,Grazed,Wet,389,Evolvulus sericeus
6,Short grassland,Grazed,Wet,389,Pterocaulon polystachyum
6,Medium-tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
6,Medium-tall grassland,Ungrazed,Wet,389,Glandularia pulchella
6,Medium-tall grassland,Ungrazed,Wet,389,Oxalis hispidula
6,Medium-tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
6,Medium-tall grassland,Ungrazed,Wet,389,Axonopus fissifolius
6,Medium-tall grassland,Ungrazed,Wet,389,Bothriochloa laguroides
6,Medium-tall grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
6,Medium-tall grassland,Grazed,Wet,389,Sporobolus indicus
6,Medium-tall grassland,Grazed,Wet,389,Chromolaena laevigata
6,Medium-tall grassland,Grazed,Wet,389,Dichondra microcalyx
6,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
6,Medium-tall grassland,Grazed,Wet,389,Fimbristylis dichotoma
6,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
6,Medium-tall grassland,Grazed,Wet,389,Acicarpha tribuloides
6,Medium-tall grassland,Grazed,Wet,389,Elephantopus mollis
6,Medium-tall grassland,Grazed,Wet,389,Solidago chilensis
6,Medium-tall grassland,Grazed,Wet,389,Polygala verticillata
6,Medium-tall grassland,Grazed,Wet,389,Cuphea racemosa
6,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
6,Tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
6,Tall grassland,Ungrazed,Wet,389,Desmodium incanum
6,Tall grassland,Ungrazed,Wet,389,Steinchisma laxum
6,Tall grassland,Grazed,Wet,389,Mikania cordifolia
6,Tall grassland,Grazed,Wet,389,Andropogon lateralis
6,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
6,Tall grassland,Grazed,Wet,389,Dolichandra cynanchoides
6,Tall grassland,Grazed,Wet,389,Desmodium incanum
6,Tall grassland,Grazed,Wet,389,Oxalis hispidula
6,Tall grassland,Grazed,Wet,389,Doryopteris sp.
7,Short grassland,Ungrazed,Wet,389,Scutellaria racemosa
7,Short grassland,Ungrazed,Wet,389,Desmodium incanum
7,Short grassland,Ungrazed,Wet,389,Paspalum almum
7,Short grassland,Ungrazed,Wet,389,Conyza bonariensis
7,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
7,Short grassland,Ungrazed,Wet,389,Galium richardianum
7,Short grassland,Grazed,Wet,389,Desmodium incanum
7,Short grassland,Grazed,Wet,389,Elephantopus mollis
7,Short grassland,Grazed,Wet,389,Chromolaena laevigata
7,Short grassland,Grazed,Wet,389,Sida spinosa
7,Short grassland,Grazed,Wet,389,Tripogandra sp.
7,Short grassland,Grazed,Wet,389,Paspalum almum
7,Short grassland,Grazed,Wet,389,Galium richardianum
7,Short grassland,Grazed,Wet,389,Fimbristylis complanata
7,Medium-tall grassland,Ungrazed,Wet,389,Galium richardianum
7,Medium-tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
7,Medium-tall grassland,Ungrazed,Wet,389,Mikania cordifolia
7,Medium-tall grassland,Ungrazed,Wet,389,Cestrum guaraniticum
7,Medium-tall grassland,Ungrazed,Wet,389,Desmodium incanum
7,Medium-tall grassland,Ungrazed,Wet,389,Elephantopus mollis
7,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
7,Medium-tall grassland,Ungrazed,Wet,389,Paspalum almum
7,Medium-tall grassland,Ungrazed,Wet,389,Eleocharis viridans
7,Medium-tall grassland,Grazed,Wet,389,Sida spinosa
7,Medium-tall grassland,Grazed,Wet,389,Chromolaena laevigata
7,Medium-tall grassland,Grazed,Wet,389,Desmodium incanum
7,Medium-tall grassland,Grazed,Wet,389,Verbena litoralis
7,Medium-tall grassland,Grazed,Wet,389,Galium richardianum
7,Medium-tall grassland,Grazed,Wet,389,Chaptalia nutans
7,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
7,Medium-tall grassland,Grazed,Wet,389,Paspalum almum
7,Medium-tall grassland,Grazed,Wet,389,Mimosa sp.
7,Medium-tall grassland,Grazed,Wet,389,Rodobrium sp.
7,Medium-tall grassland,Grazed,Wet,389,Indigofera asperifolia
7,Medium-tall grassland,Grazed,Wet,389,Pterocaulon sp.
7,Medium-tall grassland,Grazed,Wet,389,Elephantopus mollis
7,Medium-tall grassland,Grazed,Wet,389,Dichondra microcalyx
7,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
7,Tall grassland,Ungrazed,Wet,389,Cissus verticillata
7,Tall grassland,Ungrazed,Wet,389,Paspalum urvillei
7,Tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
7,Tall grassland,Ungrazed,Wet,389,Oxalis conorrhiza
7,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
7,Tall grassland,Grazed,Wet,389,Chromolaena laevigata
7,Tall grassland,Grazed,Wet,389,Polygonum hydropiperoides
7,Tall grassland,Grazed,Wet,389,Oxalis sp.
8,Short grassland,Ungrazed,Wet,389,Setaria parviflora
8,Short grassland,Ungrazed,Wet,389,Chromolaena christieana
8,Short grassland,Ungrazed,Wet,389,Chromolaena laevigata
8,Short grassland,Ungrazed,Wet,389,Fimbristylis complanata
8,Short grassland,Ungrazed,Wet,389,Scutellaria racemosa
8,Short grassland,Ungrazed,Wet,389,Oxalis hispidula
